ns=3;i=6039	PosIndirect
ns=0;i=14593	ConfigurationVersionDataType
ns=0;i=14595	PublisherId
ns=3;i=5029	<CncAxis>
ns=3;i=6356	PosTcpBcsX
ns=3;i=6357	ActPos
ns=3;i=5026	CncAxisList
ns=3;i=6355	RemDist
ns=3;i=6367	BlockMode
ns=3;i=6365	ActProgramStatus
ns=3;i=6366	ActStatus
ns=3;i=5030	<CncSpindle>
ns=8;i=7004	Reset
ns=8;i=7005	Reset
ns=4;i=15616	Denominator
ns=8;i=7006	Reset
ns=8;i=7007	Reset
ns=8;i=7000	SetRampDown
ns=4;i=15615	Numerator
ns=8;i=7001	Reset
ns=8;i=7002	Reset
ns=8;i=7003	Reset
ns=8;i=7008	On
ns=8;i=7009	Off
ns=8;i=7095	AutomaticMonitoring
ns=8;i=7096	LowerTolerance
ns=8;i=7097	EngineeringUnits
ns=8;i=7098	EURange
ns=8;i=7091	EngineeringUnits
ns=8;i=7092	AlarmSuppression
ns=8;i=7093	EnumValues
ns=8;i=7094	ValueAsText
ns=0;i=9028	Disable
ns=0;i=9029	AddComment
ns=7;i=1030	TemperatureZoneType
ns=0;i=13341	MimeType
ns=0;i=9024	Comment
ns=8;i=7099	LowerTolerance2
ns=0;i=9025	SourceTimestamp
ns=7;i=1031	ActiveCyclicJobValuesType
ns=7;i=1032	JobsType
ns=0;i=9026	ClientUserId
ns=7;i=1033	PowerUnitType
ns=0;i=9027	Enable
ns=0;i=9020	Quality
ns=7;i=1034	MouldTemperatureZoneType
ns=0;i=9021	SourceTimestamp
ns=7;i=1035	HydraulicUnitType
ns=0;i=9022	LastSeverity
ns=7;i=1036	ElectricDriveType
ns=7;i=1037	JobInformationType
ns=0;i=9023	SourceTimestamp
ns=7;i=1038	CycleParametersEventType
ns=7;i=1039	ProductionDatasetStatusType
ns=0;i=13356	InputArguments
ns=0;i=12025	EURange
ns=0;i=13355	CreateDirectory
ns=0;i=12024	InstrumentRange
ns=0;i=13354	<FileDirectoryName>
ns=0;i=13353	FileDirectoryType
ns=0;i=12029	YArrayItemType
ns=0;i=13359	InputArguments
ns=0;i=12028	AxisScaleType
ns=0;i=13358	CreateFile
ns=0;i=12027	Title
ns=0;i=13357	OutputArguments
ns=0;i=12026	EngineeringUnits
ns=0;i=9017	EffectiveTransitionTime
ns=0;i=9018	TrueState
ns=0;i=9019	FalseState
ns=0;i=12021	ArrayItemType
ns=7;i=1020	MachineMESStatusType
ns=7;i=1021	ActiveJobValuesType
ns=0;i=9015	EffectiveDisplayName
ns=0;i=9016	TransitionTime
ns=7;i=1022	RemoteAccessLogType
ns=7;i=1023	StartDeviceType
ns=0;i=9010	BranchId
ns=7;i=1024	CyclicJobInformationType
ns=7;i=1025	RequestCyclicJobWriteEventType
ns=0;i=9011	EnabledState
ns=7;i=1026	StandstillMessageType
ns=0;i=9012	Id
ns=7;i=1027	RequestJobListEventType
ns=7;i=1028	RequestCyclicJobListEventType
ns=7;i=1029	MouldType
ns=0;i=13367	Size
ns=0;i=13366	<FileName>
ns=0;i=13365	OutputArguments
ns=0;i=13364	InputArguments
ns=0;i=13369	UserWritable
ns=0;i=12038	XYArrayItemType
ns=0;i=13368	Writable
ns=0;i=12037	XAxisDefinition
ns=7;i=1050	MouldsType
ns=7;i=1051	MESMessageType
ns=0;i=9009	ConditionName
ns=0;i=13363	MoveOrCopy
ns=0;i=9002	ConditionVariableType
ns=7;i=1052	HelpOffNormalAlarmType
ns=7;i=1053	MaintenanceType
ns=0;i=9003	SourceTimestamp
ns=7;i=1054	ClosedLoopControlType
ns=0;i=9004	HasTrueSubState
ns=7;i=1055	TemperatureZonesType
ns=0;i=13360	OutputArguments
ns=7;i=1056	MonitoredParameterType
ns=7;i=1057	ControlledParameterType
ns=7;i=1058	IdentificationType
ns=0;i=9000	TransitionTime
ns=7;i=1059	MaterialListType
ns=0;i=9001	EffectiveTransitionTime
ns=0;i=13378	InputArguments
ns=0;i=12047	ImageItemType
ns=0;i=13377	Read
ns=0;i=12046	XAxisDefinition
ns=0;i=13376	InputArguments
ns=0;i=13375	Close
ns=0;i=13379	OutputArguments
ns=0;i=13370	OpenCount
ns=7;i=1040	RequestProductionDatasetListEventType
ns=0;i=13374	OutputArguments
ns=7;i=1041	ProductionDatasetFrozenLogType
ns=0;i=13373	InputArguments
ns=7;i=1042	MessageLogType
ns=0;i=13372	Open
ns=7;i=1043	SequenceChangeLogType
ns=7;i=1044	ProductionStatusChangeLogType
ns=7;i=1045	UserType
ns=7;i=1046	UserFeedbackLogType
ns=7;i=1047	TemperatureZoneCycleParametersType
ns=7;i=1048	UsersType
ns=7;i=1049	PowerUnitsType
ns=0;i=15964	StaticStringNodeIdPattern
ns=8;i=7051	SwitchOn
ns=8;i=7052	ResetMonitoring
ns=8;i=7053	ResetMonitoring
ns=8;i=7054	ResetMonitoring
ns=0;i=15960	NamespacePublicationDate
ns=0;i=15961	IsNamespaceSubset
ns=0;i=15962	StaticNodeIdTypes
ns=0;i=15963	StaticNumericNodeIdRange
ns=8;i=7050	SwitchOff
ns=8;i=7059	AutoTuningOff
ns=0;i=9068	LastResponse
ns=8;i=7055	ResetMonitoring
ns=0;i=9069	Respond
ns=8;i=7056	ResetMonitoring
ns=8;i=7057	ResetMonitoring
ns=8;i=7058	EngineeringUnits
ns=0;i=9064	ResponseOptionSet
ns=0;i=9065	DefaultResponse
ns=0;i=9066	OkResponse
ns=0;i=9067	CancelResponse
ns=0;i=9060	TransitionTime
ns=0;i=9062	TrueState
ns=0;i=9063	FalseState
ns=0;i=15957	http://opcfoundation.org/UA/
ns=0;i=15958	NamespaceUri
ns=0;i=15959	NamespaceVersion
ns=0;i=14644	State
ns=8;i=7062	ResetMonitoring
ns=0;i=14645	Enable
ns=8;i=7063	ResetMonitoring
ns=0;i=14646	Disable
ns=8;i=7064	ResetMonitoring
ns=8;i=7065	ResetMonitoring
ns=0;i=14647	PubSubState
ns=3;i=6406	ActPos
ns=8;i=7060	EURange
ns=0;i=14643	PubSubStatusType
ns=3;i=6407	CmdPos
ns=8;i=7061	ResetMonitoring
ns=3;i=6405	PosTcpBcsY
ns=8;i=7066	SwitchOn
ns=8;i=7067	SwitchOff
ns=8;i=7068	SwitchOff
ns=8;i=7069	SwitchOn
ns=0;i=9055	DialogState
ns=0;i=9056	Id
ns=8;i=7073	ExternalSensorModeOff
ns=8;i=7074	ExternalSensorModeOn
ns=0;i=15987	Default XML
ns=8;i=7075	Off
ns=0;i=15988	Default XML
ns=8;i=7076	On
ns=0;i=13327	Certificate
ns=0;i=13326	CertificateType
ns=8;i=7070	AutoTuningOn
ns=0;i=13325	ExpirationDate
ns=3;i=6417	ActPos
ns=8;i=7071	AutoTuningOff
ns=8;i=7072	AutoTuningOn
ns=3;i=6415	RemDist
ns=3;i=6416	PosTcpBcsZ
ns=8;i=7077	Off
ns=8;i=7078	On
ns=7;i=1010	ParameterChangeLogType
ns=8;i=7079	SetRampUp
ns=7;i=1011	LogbookEventType
ns=7;i=1012	ProductionDatasetChangeLogType
ns=7;i=1013	StandstillReasonLogType
ns=7;i=1014	MachineModeChangeLogType
ns=7;i=1015	UserLogType
ns=7;i=1016	MachineConfigurationType
ns=7;i=1017	ProductionControlType
ns=7;i=1018	MachineMESConfigurationType
ns=7;i=1019	MachineStatusType
ns=0;i=14648	EnumStrings
ns=0;i=15997	AddRole
ns=8;i=7084	EURange
ns=0;i=15998	InputArguments
ns=8;i=7085	UpperTolerance
ns=0;i=15999	OutputArguments
ns=8;i=7086	EngineeringUnits
ns=8;i=7087	EURange
ns=8;i=7080	EngineeringUnits
ns=0;i=15993	Default XML
ns=8;i=7081	EURange
ns=8;i=7082	SetValue
ns=0;i=15995	Default XML
ns=8;i=7083	EngineeringUnits
ns=0;i=15996	Default XML
ns=0;i=15990	Default XML
ns=0;i=15991	Default XML
ns=0;i=15992	Default XML
ns=0;i=9035	EnabledState
ns=8;i=7088	UpperTolerance2
ns=0;i=9036	Id
ns=8;i=7089	EngineeringUnits
ns=7;i=1001	BarrelTemperatureZoneType
ns=7;i=1002	MaterialType
ns=7;i=1003	ProductionDatasetListsType
ns=7;i=1004	MessageConditionType
ns=4;i=15584	DefaultUserRolePermissions
ns=7;i=1005	MouldCycleParametersType
ns=4;i=15585	DefaultAccessRestrictions
ns=7;i=1006	RequestProductionDatasetReadEventType
ns=7;i=1007	RequestProductionDatasetWriteEventType
ns=4;i=15583	DefaultRolePermissions
ns=7;i=1008	ProductionDatasetManagementType
ns=0;i=9030	InputArguments
ns=7;i=1009	MachineInformationType
ns=8;i=7090	EURange
ns=0;i=15922	JsonWriterGroupMessageDataType
ns=0;i=18198	FalseState
ns=0;i=18199	Reset
ns=0;i=18197	TrueState
ns=0;i=18195	TransitionTime
ns=0;i=18190	LatchedState
ns=0;i=18191	Id
ns=0;i=15917	RemoveSecurityGroup
ns=0;i=15918	InputArguments
ns=0;i=15919	UadpDataSetReaderMessageDataType
ns=0;i=15913	SecurityGroups
ns=0;i=15914	AddSecurityGroup
ns=0;i=15915	InputArguments
ns=0;i=15916	OutputArguments
ns=0;i=14600	Status
ns=0;i=15931	JsonDataSetReaderMessageDataType
ns=0;i=14601	State
ns=0;i=15932	SecurityMode
ns=0;i=15933	SecurityGroupId
ns=0;i=15934	SecurityKeyServices
ns=0;i=15928	SecurityKeyServices
ns=0;i=15925	JsonDataSetWriterMessageDataType
ns=0;i=15926	SecurityMode
ns=0;i=15927	SecurityGroupId
ns=0;i=15943	BrokerDataSetWriterTransportDataType
ns=0;i=15940	BrokerWriterGroupTransportDataType
ns=0;i=15953	Default XML
ns=0;i=15954	Default XML
ns=0;i=15955	Default XML
ns=0;i=15956	Default XML
ns=0;i=15950	Default XML
ns=0;i=15951	Default XML
ns=0;i=15952	Default XML
ns=0;i=15946	BrokerDataSetReaderTransportDataType
ns=0;i=15949	Default XML
ns=0;i=19487	AckedState
ns=0;i=19488	Id
ns=0;i=19485	AddComment
ns=0;i=18155	KeyCredentialConfiguration
ns=0;i=19486	InputArguments
ns=0;i=19483	Disable
ns=0;i=19484	Enable
ns=0;i=19481	SourceTimestamp
ns=0;i=19482	ClientUserId
ns=0;i=19480	Comment
ns=0;i=18169	StructureField
ns=7;i=1060	DiagnosisEndEventType
ns=7;i=1061	RequestAddMaterialEventType
ns=7;i=1062	DiagnosisStepEndEventType
ns=7;i=1063	EnergyType
ns=0;i=18165	ProfileUri
ns=7;i=1064	MeasuringDeviceType
ns=0;i=18166	DataTypeDefinition
ns=7;i=1065	MeasuringDevicesType
ns=7;i=1066	DiagnosticsType
ns=7;i=1068	DriveType
ns=7;i=1069	DrivesType
ns=0;i=18178	DataTypeDefinition
ns=0;i=18175	EnumDefinition
ns=0;i=18172	StructureDefinition
ns=0;i=15910	GetSecurityGroup
ns=0;i=15911	InputArguments
ns=0;i=15912	OutputArguments
ns=0;i=18187	EnumDefinition
ns=0;i=18184	StructureDefinition
ns=0;i=18181	StructureField
ns=0;i=15906	PubSubKeyServiceType
ns=0;i=15907	GetSecurityKeys
ns=0;i=15908	InputArguments
ns=0;i=15909	OutputArguments
ns=0;i=15904	DataSetFieldFlags
ns=1;i=1268	MonitoringQueueOverflowCount
ns=4;i=19292	Axes
ns=1;i=1267	DisabledMonitoredItemCount
ns=1;i=1269	NextSequenceNumber
ns=7;i=6162	Name
ns=7;i=6161	Language
ns=7;i=6160	IsPresent
ns=0;i=19568	DiagnosticsLevel
ns=1;i=1260	NotificationsCount
ns=7;i=6166	NewValue
ns=0;i=19566	Active
ns=7;i=6165	EventOriginator
ns=0;i=19567	Classification
ns=1;i=1262	CurrentKeepAliveCount
ns=7;i=6164	UserRole
ns=0;i=19564	Counters
ns=1;i=1261	LatePublishRequestCount
ns=7;i=6163	UserLevel
ns=0;i=19565	StateError
ns=1;i=1264	UnacknowledgedMessageCount
ns=0;i=19562	Reset
ns=1;i=1263	CurrentLifetimeCount
ns=7;i=6169	NewProductionDatasetName
ns=0;i=19563	SubError
ns=1;i=1266	MonitoredItemCount
ns=7;i=6168	ParameterId
ns=0;i=19560	DiagnosticsLevel
ns=1;i=1265	DiscardedMessageCount
ns=7;i=6167	OldValue
ns=4;i=19291	SpeedOverride
ns=1;i=1279	MaxNotificationsPerPublish
ns=1;i=1278	MaxLifetimeCount
ns=4;i=19283	ProductCode
ns=7;i=6151	EnumValues
ns=7;i=6150	EngineeringUnits
ns=4;i=19288	MotionDeviceCategory
ns=1;i=1271	EventQueueOverFlowCount
ns=0;i=19577	Classification
ns=7;i=6155	ControlMode
ns=1;i=1270	EventQueueOverflowCount
ns=0;i=19578	DiagnosticsLevel
ns=7;i=6154	IsPresent
ns=1;i=1273	SessionId
ns=0;i=19575	StateOperationalByParent
ns=7;i=6153	Index
ns=1;i=1272	185944
ns=0;i=19576	Active
ns=7;i=6152	SupportedLogbookEvents
ns=1;i=1275	Priority
ns=7;i=6159	Id
ns=0;i=19573	DiagnosticsLevel
ns=1;i=1274	SubscriptionId
ns=7;i=6158	CardUid
ns=1;i=1277	MaxKeepAliveCount
ns=0;i=19571	Active
ns=7;i=6157	IsPresent
ns=1;i=1276	PublishingInterval
ns=0;i=19572	Classification
ns=7;i=6156	IsPresent
ns=0;i=19570	StateOperationalByMethod
ns=1;i=1246	MaxNotificationsPerPublish
ns=7;i=6180	UserChange
ns=1;i=1245	MaxLifetimeCount
ns=1;i=1248	ModifyCount
ns=1;i=1247	PublishingEnabled
ns=7;i=6184	Id
ns=1;i=1249	EnableCount
ns=7;i=6183	Classification
ns=7;i=6182	SequenceChange
ns=7;i=6181	EnumValues
ns=0;i=19588	DiagnosticsLevel
ns=7;i=6188	Frozen
ns=7;i=6187	InputArguments
ns=1;i=1240	SessionId
ns=7;i=6186	Classification
ns=0;i=19586	Active
ns=7;i=6185	IsStandstillMessage
ns=0;i=19587	Classification
ns=1;i=1242	Priority
ns=1;i=1241	SubscriptionId
ns=0;i=19585	StatePausedByParent
ns=1;i=1244	MaxKeepAliveCount
ns=0;i=19582	Classification
ns=1;i=1243	PublishingInterval
ns=0;i=19583	DiagnosticsLevel
ns=7;i=6189	InputArguments
ns=0;i=19580	StateOperationalFromError
ns=0;i=19581	Active
ns=1;i=1257	PublishRequestCount
ns=1;i=1256	TransferredToSameClientCount
ns=1;i=1259	EventNotificationsCount
ns=1;i=1258	DataChangeNotificationsCount
ns=7;i=6173	StandstillReasonId
ns=7;i=6172	OldProductionStatus
ns=7;i=6171	NewProductionStatus
ns=7;i=6170	OldProductionDatasetName
ns=7;i=6177	NewValueUnit
ns=0;i=19599	DiagnosticsLevel
ns=7;i=6176	OldMachineMode
ns=1;i=1251	RepublishRequestCount
ns=7;i=6175	NewMachineMode
ns=0;i=19597	Active
ns=1;i=1250	DisableCount
ns=0;i=19598	Classification
ns=7;i=6174	EnumValues
ns=1;i=1253	RepublishMessageCount
ns=0;i=19595	LiveValues
ns=1;i=1252	RepublishMessageRequestCount
ns=0;i=19596	FailedDataSetMessages
ns=1;i=1255	TransferredToAltClientCount
ns=0;i=19593	DiagnosticsLevel
ns=7;i=6179	EnumValues
ns=1;i=1254	TransferRequestCount
ns=7;i=6178	OldValueUnit
ns=0;i=19591	Active
ns=0;i=19592	Classification
ns=0;i=19590	StateDisabledByMethod
ns=4;i=19254	<MotionDeviceIdentifier>
ns=4;i=19255	ParameterSet
ns=7;i=6122	EURange
ns=7;i=6121	EngineeringUnits
ns=7;i=6120	StandbyTemperature
ns=7;i=6126	Description
ns=7;i=6125	MouldStatus
ns=7;i=6124	Index
ns=7;i=6123	NodeVersion
ns=7;i=6129	Index
ns=7;i=6128	NodeVersion
ns=7;i=6127	Id
ns=7;i=6111	ActualTemperature
ns=7;i=6110	EnumValues
ns=7;i=6115	ProductName
ns=7;i=6114	ProductionDatasetName
ns=7;i=6113	EURange
ns=7;i=6112	EngineeringUnits
ns=7;i=6119	EURange
ns=7;i=6118	EngineeringUnits
ns=7;i=6117	NominalTemperature
ns=7;i=6116	Name
ns=1;i=1289	TransferredToSameClientCount
ns=7;i=6140	Id
ns=4;i=19275	Manufacturer
ns=4;i=19277	Model
ns=1;i=1282	EnableCount
ns=4;i=19278	SerialNumber
ns=7;i=6144	Index
ns=1;i=1281	ModifyCount
ns=7;i=6143	IsPresent
ns=1;i=1284	RepublishRequestCount
ns=7;i=6142	IsPresent
ns=1;i=1283	DisableCount
ns=7;i=6141	NodeVersion
ns=1;i=1286	RepublishMessageCount
ns=7;i=6148	ActualPressure
ns=1;i=1285	RepublishMessageRequestCount
ns=7;i=6147	Id
ns=1;i=1288	TransferredToAltClientCount
ns=7;i=6146	PowerOn
ns=1;i=1287	TransferRequestCount
ns=7;i=6145	IsPresent
ns=7;i=6149	EURange
ns=1;i=1280	PublishingEnabled
ns=0;i=19559	Classification
ns=0;i=19557	TotalError
ns=0;i=19558	Active
ns=1;i=1293	NotificationsCount
ns=0;i=19555	DiagnosticsLevel
ns=7;i=6133	NodeVersion
ns=1;i=1292	EventNotificationsCount
ns=7;i=6132	Id
ns=1;i=1295	CurrentKeepAliveCount
ns=0;i=19553	Active
ns=7;i=6131	Description
ns=1;i=1294	LatePublishRequestCount
ns=0;i=19554	Classification
ns=7;i=6130	MouldStatus
ns=1;i=1297	UnacknowledgedMessageCount
ns=0;i=19551	DiagnosticsLevel
ns=7;i=6137	Index
ns=1;i=1296	CurrentLifetimeCount
ns=0;i=19552	TotalInformation
ns=7;i=6136	Information
ns=1;i=1299	MonitoredItemCount
ns=7;i=6135	Frozen
ns=1;i=1298	DiscardedMessageCount
ns=0;i=19550	Diagnostics
ns=7;i=6134	NodeVersion
ns=7;i=6139	PowerOn
ns=7;i=6138	IsPresent
ns=1;i=1291	DataChangeNotificationsCount
ns=1;i=1290	PublishRequestCount
ns=0;i=12099	SessionId
ns=0;i=12094	XVType
ns=0;i=12091	AxisInformation
ns=0;i=12098	SessionDiagnostics
ns=3;i=6675	CmdPos
ns=0;i=12097	<ClientName>
ns=3;i=6676	RemDist
ns=3;i=6673	PosTcpWcsZ
ns=3;i=6674	ActPos
ns=3;i=6671	CmdPos
ns=3;i=6672	RemDist
ns=3;i=6670	ActPos
ns=0;i=12090	Default Binary
ns=3;i=6688	ActMainProgramLine
ns=3;i=6689	ActMainProgramLine
ns=3;i=6682	ActMainProgramFile
ns=3;i=6683	ActMainProgramFile
ns=0;i=19509	ActiveState
ns=0;i=19506	InputArguments
ns=0;i=19505	Acknowledge
ns=3;i=6695	ActMainProgramFileOffset
ns=3;i=6694	ActMainProgramFileOffset
ns=0;i=19518	InputNode
ns=0;i=19510	Id
ns=1;i=1224	TransportProtocol
ns=0;i=13389	OutputArguments
ns=1;i=1223	Encoding
ns=0;i=13388	InputArguments
ns=0;i=12057	CubeItemType
ns=1;i=1226	SecurityPolicyUri
ns=0;i=13387	CreateDirectory
ns=0;i=12056	YAxisDefinition
ns=1;i=1225	SecurityMode
ns=0;i=13386	InputArguments
ns=0;i=12055	XAxisDefinition
ns=1;i=1228	ns=1;g=40ED6451-D2F0-C749-E299-5E3835DA1F4C
ns=1;i=1227	ClientCertificate
ns=1;i=1229	SessionId
ns=0;i=13381	InputArguments
ns=0;i=13380	Write
ns=4;i=6118	Opc.Ua.Robotics
ns=4;i=6117	NamespaceUri
ns=1;i=1220	ClientUserIdOfSession
ns=0;i=13385	SetPosition
ns=0;i=13384	OutputArguments
ns=1;i=1222	AuthenticationMechanism
ns=0;i=13383	InputArguments
ns=1;i=1221	ClientUserIdHistory
ns=0;i=13382	GetPosition
ns=4;i=6110	Opc.Ua.Robotics
ns=1;i=1235	SecurityMode
ns=7;i=6191	InputArguments
ns=1;i=1234	TransportProtocol
ns=7;i=6190	MouldId
ns=0;i=12068	NDimensionArrayItemType
ns=1;i=1237	ClientCertificate
ns=0;i=12067	ZAxisDefinition
ns=1;i=1236	SecurityPolicyUri
ns=0;i=13397	OutputArguments
ns=0;i=12066	YAxisDefinition
ns=1;i=1239	185944
ns=7;i=6195	LocationName
ns=1;i=1238	SubscriptionDiagnosticsArray
ns=7;i=6194	OutputArguments
ns=7;i=6193	InputArguments
ns=7;i=6192	OutputArguments
ns=0;i=13392	OutputArguments
ns=7;i=6199	StandstillReasonsLockedByMES
ns=0;i=13391	InputArguments
ns=7;i=6198	InputArguments
ns=0;i=13390	CreateFile
ns=7;i=6197	PageDirectory
ns=7;i=6196	StandstillReasons
ns=1;i=1231	ClientUserIdHistory
ns=0;i=13396	InputArguments
ns=0;i=12065	XAxisDefinition
ns=1;i=1230	ClientUserIdOfSession
ns=0;i=13395	MoveOrCopy
ns=1;i=1233	Encoding
ns=0;i=13394	InputArguments
ns=1;i=1232	AuthenticationMechanism
ns=0;i=13393	Delete
ns=1;i=1202	TotalCount
ns=1;i=1201	ErrorCount
ns=0;i=12079	AxisInformation
ns=1;i=1204	TotalCount
ns=0;i=12078	EnumStrings
ns=0;i=7944	AttributeOperand
ns=1;i=1203	ErrorCount
ns=0;i=12077	AxisScaleEnumeration
ns=1;i=1206	TotalCount
ns=1;i=1205	ErrorCount
ns=1;i=1208	TotalCount
ns=1;i=1207	ErrorCount
ns=0;i=7947	SimpleAttributeOperand
ns=0;i=12076	AxisDefinition
ns=0;i=7941	LiteralOperand
ns=1;i=1200	TotalCount
ns=4;i=15744	ParameterSet
ns=1;i=1213	ErrorCount
ns=0;i=7935	FilterOperand
ns=1;i=1212	TotalCount
ns=1;i=1215	ErrorCount
ns=0;i=12089	Default Binary
ns=1;i=1214	TotalCount
ns=0;i=7932	ContentFilter
ns=1;i=1217	ErrorCount
ns=1;i=1216	TotalCount
ns=0;i=7938	ElementOperand
ns=1;i=1219	SessionId
ns=1;i=1218	SessionSecurityDiagnostics
ns=0;i=12083	AxisInformation
ns=0;i=12082	Default XML
ns=0;i=12081	Default XML
ns=0;i=12080	XVType
ns=0;i=12086	XVType
ns=1;i=1211	ErrorCount
ns=1;i=1210	TotalCount
ns=4;i=15742	ProtectiveStop
ns=4;i=15743	<AxisIdentifier>
ns=4;i=15740	OperationalMode
ns=4;i=15741	EmergencyStop
ns=1;i=1209	ErrorCount
ns=0;i=7929	ContentFilterElement
ns=0;i=12135	BrowseCount
ns=0;i=14798	Default XML
ns=0;i=12134	DeleteReferencesCount
ns=0;i=14799	Default XML
ns=0;i=12133	DeleteNodesCount
ns=3;i=6718	ActProgramName
ns=0;i=12132	AddReferencesCount
ns=3;i=6719	ActProgramFileOffset
ns=0;i=12139	QueryNextCount
ns=3;i=6716	ActMainProgramFileOffset
ns=0;i=14794	Default XML
ns=0;i=12138	QueryFirstCount
ns=3;i=6717	ActMainProgramLine
ns=0;i=14795	Default XML
ns=0;i=12137	TranslateBrowsePathsToNodeIdsCount
ns=3;i=6714	EURange
ns=0;i=14796	Default XML
ns=0;i=12136	BrowseNextCount
ns=3;i=6715	ActMainProgramFile
ns=0;i=14797	Default XML
ns=3;i=6712	ActFeedrate
ns=3;i=6713	EngineeringUnits
ns=3;i=6710	CmdOverride
ns=3;i=6711	EURange
ns=0;i=12131	AddNodesCount
ns=0;i=12130	DeleteSubscriptionsCount
ns=0;i=12129	TransferSubscriptionsCount
ns=0;i=12146	AuthenticationMechanism
ns=0;i=12145	ClientUserIdHistory
ns=0;i=12144	ClientUserIdOfSession
ns=0;i=12143	SessionId
ns=0;i=12149	SecurityMode
ns=0;i=12148	TransportProtocol
ns=3;i=6725	ActMFunctions
ns=0;i=12147	Encoding
ns=3;i=6726	ActModalOffsetFunction
ns=3;i=6723	EURange
ns=3;i=6724	ActMainProgramName
ns=3;i=6721	ActJogIncrement
ns=3;i=6722	EngineeringUnits
ns=0;i=12142	SessionSecurityDiagnostics
ns=0;i=12141	UnregisterNodesCount
ns=3;i=6720	ActGFunctions
ns=0;i=12140	RegisterNodesCount
ns=0;i=12152	SubscriptionDiagnosticsArray
ns=0;i=12151	ClientCertificate
ns=0;i=12150	SecurityPolicyUri
ns=0;i=12168	MaxNodesPerHistoryUpdateEvents
ns=0;i=12167	MaxNodesPerHistoryUpdateData
ns=0;i=12166	MaxNodesPerHistoryReadEvents
ns=0;i=12165	MaxNodesPerHistoryReadData
ns=0;i=12169	EnumValues
ns=0;i=12164	MaxNodesPerHistoryUpdateEvents
ns=0;i=12163	MaxNodesPerHistoryUpdateData
ns=0;i=12162	MaxNodesPerHistoryReadEvents
ns=0;i=12161	MaxNodesPerHistoryReadData
ns=4;i=15698	ParameterSet
ns=4;i=15697	<SafetyStateIdentifier>
ns=0;i=12102	ServerUri
ns=0;i=12101	ClientDescription
ns=0;i=12100	SessionName
ns=0;i=12106	MaxResponseMessageSize
ns=0;i=12105	ActualSessionTimeout
ns=0;i=12104	LocaleIds
ns=0;i=12103	EndpointUrl
ns=0;i=12113	UnauthorizedRequestCount
ns=0;i=12112	TotalRequestCount
ns=0;i=12111	CurrentPublishRequestsInQueue
ns=0;i=12110	CurrentMonitoredItemsCount
ns=0;i=12117	HistoryUpdateCount
ns=0;i=12116	WriteCount
ns=0;i=12115	HistoryReadCount
ns=0;i=12114	ReadCount
ns=4;i=6170	NamespaceUri
ns=0;i=12109	CurrentSubscriptionsCount
ns=0;i=12108	ClientLastContactTime
ns=0;i=12107	ClientConnectionTime
ns=0;i=12124	CreateSubscriptionCount
ns=0;i=12123	DeleteMonitoredItemsCount
ns=0;i=12122	SetTriggeringCount
ns=0;i=12121	SetMonitoringModeCount
ns=0;i=12128	RepublishCount
ns=0;i=12127	PublishCount
ns=0;i=12126	SetPublishingModeCount
ns=0;i=12125	ModifySubscriptionCount
ns=0;i=12120	ModifyMonitoredItemsCount
ns=3;i=6782	ActOperationMode
ns=0;i=12119	CreateMonitoredItemsCount
ns=0;i=12118	CallCount
ns=7;i=6203	IsPresent
ns=7;i=6202	UserMachineName
ns=7;i=6201	TimeZoneOffset
ns=7;i=6200	MESUrl
ns=7;i=6207	Id
ns=7;i=6206	Classification
ns=7;i=6205	MachineMode
ns=7;i=6204	NodeVersion
ns=7;i=6209	Message
ns=7;i=6208	Severity
ns=7;i=6221	ProductionStatus
ns=7;i=6220	ProductionOnlyWithMES
ns=7;i=6225	Message
ns=7;i=6224	Id
ns=7;i=6223	BoxId
ns=7;i=6222	InputArguments
ns=7;i=6229	ProductionOnlyWithMES
ns=7;i=6228	JobCycleCounter
ns=7;i=6227	AutomaticRunEnabled
ns=7;i=6226	Severity
ns=0;i=14744	FieldTargetDataType
ns=7;i=6210	Id
ns=7;i=6214	EnumValues
ns=7;i=6213	EnumValues
ns=7;i=6212	Severity
ns=7;i=6211	Message
ns=7;i=6218	AutomaticRunEnabled
ns=7;i=6217	Manufacturer
ns=7;i=6216	EnumValues
ns=7;i=6215	EnumValues
ns=7;i=6219	BoxId
ns=2;i=15889	TransferResultDataDataType
ns=2;i=15891	Default Binary
ns=2;i=15890	DefaultInstanceBrowseName
ns=2;i=15897	TransferResultDataDataType
ns=2;i=15893	Deprecated
ns=2;i=15892	Default Binary
ns=2;i=15894	TransferResultErrorDataType
ns=2;i=15888	TransferResultErrorDataType
ns=3;i=6707	ActOverride
ns=3;i=6708	EURange
ns=3;i=6706	EURange
ns=3;i=6701	EURange
ns=3;i=6702	CmdOverride
ns=3;i=6700	ActOverride
ns=1;i=1147	BrowseNextCount
ns=1;i=1146	BrowseCount
ns=1;i=1149	QueryFirstCount
ns=1;i=1148	TranslateBrowsePathsToNodeIdsCount
ns=7;i=6041	BoxGoodPartsCounter
ns=7;i=6040	MouldId
ns=0;i=19689	Reset
ns=4;i=15808	MotionProfile
ns=0;i=19687	DiagnosticsLevel
ns=7;i=6045	Name
ns=7;i=6044	Index
ns=1;i=1141	DeleteSubscriptionsCount
ns=0;i=19685	Active
ns=7;i=6043	EURange
ns=1;i=1140	TransferSubscriptionsCount
